customer_id,name,email,signup_date,last_purchase_date,age,location,loyalty_score,churn
258,Aaron Meyer,edwardsgregory@example.org,2024-05-07,2023-11-05,43,West Tammymouth,0.8149078050029103,0
259,Kevin Schroeder,alexander22@example.net,2023-11-13,2024-02-19,33,Jamesfort,0.249848784078594,0
260,Kristina Baker,emilywoods@example.net,2023-11-18,2024-03-25,50,Deanside,0.1683123541175089,0
261,Sarah Bautista,anthony22@example.org,2022-06-20,2024-05-07,45,Berryville,0.06384476539491557,1
262,Alicia Black,matthewmeyer@example.org,2023-12-23,2024-05-06,61,Darrellville,0.23731969555086485,0
263,Tonya Torres,castromichael@example.com,2023-12-22,2024-03-12,38,Samuelshire,0.6834755231482453,0
264,Matthew Hall,tina54@example.org,2024-06-02,2024-02-15,33,Moralesside,0.2656430926297185,0
265,Zoe Barrera,thomasclark@example.com,2023-08-20,2024-04-26,23,Sextonfurt,0.24902371602980766,0
266,Steven Mcclure,xwhite@example.org,2023-04-30,2024-05-06,48,New Erikaville,0.17589763154020932,1
267,Cody Parker Jr.,randy64@example.com,2024-02-14,2024-06-13,45,Lake Johnchester,0.7066199869668106,1
268,Nicholas Gates,kimberly77@example.org,2023-11-05,2024-05-31,26,Rogertown,0.8136823141634238,1
269,Dana Cruz,russellelizabeth@example.com,2024-04-10,2023-06-29,26,East Eileenmouth,0.18210017845799653,0
270,James Thompson,williamsarthur@example.org,2024-03-14,2023-08-07,31,Derekhaven,0.8648189837309587,1
271,Kelly Sanchez,perrymontgomery@example.com,2023-02-22,2023-12-30,67,Tonyburgh,0.49276583000114205,0
272,Joseph Wolfe,anthony94@example.org,2023-01-07,2023-06-15,48,West Amyshire,0.9153528590379185,0
273,Samantha Warner,josephjones@example.net,2022-07-21,2024-02-24,39,Port Lindafort,0.42027150693442095,0
274,Shannon Gonzalez,dustinpeters@example.org,2023-04-29,2024-03-08,64,New Michael,0.5124700148646871,0
275,Jennifer Kent,joshuawright@example.net,2024-06-11,2023-07-31,37,Heatherchester,0.7606701730504102,1
276,Jose Henry,hdavis@example.org,2024-01-29,2023-12-18,55,West Reneeshire,0.8039626309499229,0
277,Daniel Mendoza,brianwyatt@example.net,2022-08-26,2024-04-14,38,Port Rebeccaberg,0.28589793150618525,0
278,Anthony Martinez,fostermichael@example.com,2024-06-12,2024-03-27,45,Brownfort,0.5432571063198075,0
279,Rebecca Scott,ryanboyd@example.org,2023-11-03,2023-08-12,64,East Mary,0.6470199144407208,0
280,Laura Cline,bryandavis@example.net,2022-06-29,2023-09-28,42,Christopherfurt,0.7534742567012288,1
281,Andrew Hatfield,whitedaniel@example.org,2024-04-25,2023-11-07,36,Lake Markberg,0.10096724790598366,0
282,Dr. Jenny Phillips,jennifer88@example.org,2023-10-17,2024-04-26,64,East Ryanchester,0.5918756562953357,0
283,Jorge Brady,ashley45@example.com,2022-12-13,2024-01-11,21,Clineport,0.4933777885116568,0
284,Austin Hernandez,janetgomez@example.com,2023-11-27,2023-11-28,51,Williamsview,0.3981735531372841,0
285,Brian Cook,rogerslisa@example.org,2022-08-30,2023-08-02,49,Navarroville,0.23684605292524208,1
286,Devin Brady,jamesfloyd@example.com,2023-03-28,2023-11-17,49,Sarahfurt,0.42469511325365417,0
287,Adrienne Stewart,jasminelane@example.net,2023-09-15,2023-10-19,41,Traviston,0.7926110317704776,0
288,Jared Shepard,weberjason@example.org,2023-04-03,2024-03-09,64,Port Crystalchester,0.6717849645641087,0
289,Aaron Douglas,tlucas@example.net,2023-08-18,2024-05-17,63,Dylanborough,0.4833553951787095,0
290,Matthew Harvey,michaeltaylor@example.net,2023-07-05,2023-11-13,38,New Sabrinastad,0.6830354532818494,0
291,David Bryant,bbrooks@example.com,2023-12-17,2024-05-22,45,Lake Jonathan,0.7936109788707623,0
292,Victoria Terry,ibrown@example.org,2023-04-02,2024-01-20,24,Port Melissafort,0.28181584748445077,0
293,Cassidy Walls,pmartin@example.net,2023-02-22,2023-10-18,36,Lake Lisa,0.484897206623353,0
294,Kevin Robinson,jesseturner@example.com,2022-07-11,2023-08-03,42,South Tammyburgh,0.8837824548702558,0
295,Ronnie King,obrienchristopher@example.org,2023-12-03,2023-11-23,58,East Jessicahaven,0.014809165469071961,0
296,Mary Hill,craigwilson@example.com,2022-08-08,2024-02-14,36,Markfort,0.6352396333929022,0
297,Elizabeth Johnson,williamheath@example.com,2023-09-26,2024-01-01,21,Josephland,0.6091192496281468,0
298,Katrina Hart,allison91@example.net,2024-01-09,2024-04-28,29,Port Stephen,0.937534899387436,0
299,Jennifer English,stephen40@example.org,2023-10-12,2024-02-13,69,Port Ashley,0.7529962358506491,0
300,Mr. Bryan Gardner DDS,tonyspears@example.com,2023-09-13,2024-01-13,40,Lewisbury,0.5279651179172934,0
301,Laura Perry,iparks@example.net,2023-04-24,2024-04-20,64,Jillberg,0.906278846577293,0
302,Amanda Williams,vhartman@example.net,2024-04-10,2024-01-06,56,South Kellyton,0.43581003946019203,0
303,Christina Vaughn,james55@example.org,2023-02-19,2024-06-07,29,South Tiffany,0.5155971365520043,0
304,Wesley Davis,ashley50@example.com,2022-08-31,2024-01-28,35,South Mary,0.18322994504648416,1
305,Donna Williams,watkinsjames@example.com,2022-12-19,2024-03-18,52,East Jonathanport,0.9202207542136912,0
306,Michael Sutton,scott71@example.org,2023-01-09,2023-09-03,50,West Paulland,0.6396759434355473,0
307,Julie Salazar,maria01@example.com,2022-09-27,2023-10-23,27,Jayhaven,0.7275483606977009,0
308,Tyler Livingston,andrea19@example.com,2024-04-03,2024-03-20,41,Bautistatown,0.7636753918783222,0
309,Caleb Calhoun,christophersmith@example.org,2022-10-16,2024-03-23,39,West Ashleyville,0.12217367662515455,0
310,Mark Miller,anita94@example.net,2022-12-07,2024-03-13,23,Melvinshire,0.9278946243078995,0
311,Jennifer Cooper,christinajohnson@example.org,2023-01-12,2023-10-11,26,Deniseland,0.5505752891443141,0
312,Robert Gonzalez,anna44@example.org,2024-01-09,2024-05-01,24,Laceyberg,0.3327961766177825,0
313,Tamara Reid,jacqueline68@example.com,2023-06-24,2024-04-12,32,Port Nicole,0.49705500929249935,0
314,Jasmine Jimenez,dawnbarker@example.org,2022-12-16,2023-12-01,31,South Robert,0.7386852232044523,0
315,Paul Johnson,andrew58@example.org,2023-03-02,2024-01-14,25,South Mary,0.5272439013544695,0
316,Tami Mcconnell,monique06@example.org,2022-10-09,2023-10-20,68,East Christown,0.45769169740678173,0
317,Anna Johnson,daniel08@example.org,2024-04-18,2023-09-19,19,Longhaven,0.2049903932054179,0
318,Kristen Rodriguez,allisonmckee@example.net,2022-08-15,2024-02-27,58,Owensberg,0.9252776924820615,0
319,Stephanie Chandler,fosterjohn@example.org,2023-07-12,2023-07-09,66,Brewertown,0.5351943480436129,0
320,James Patrick,jacobmccullough@example.com,2023-10-04,2024-01-17,35,New Madisonfurt,0.509951533266981,0
321,Dorothy Newman,cunninghamedwin@example.com,2023-05-08,2023-07-18,49,Michaelmouth,0.25323462827985177,0
322,Brenda Hicks,cjackson@example.net,2022-12-29,2023-09-06,37,Jessicamouth,0.3974405910882052,0
323,Megan Simpson,barry97@example.org,2024-01-17,2024-05-06,31,Lake Christopherfurt,0.792095796666571,0
324,Erica Rubio,sandra37@example.com,2023-10-07,2023-09-20,30,South Hannahland,0.9708086300955607,0
325,Anthony Sanchez,larry28@example.net,2023-02-06,2023-10-07,41,Jordanport,0.3694599696860156,0
326,Kelly Moreno,mcdowelljoshua@example.com,2024-02-07,2023-06-21,35,North Janice,0.7201213276173823,0
327,Robin Smith,allensmith@example.org,2024-01-09,2023-10-20,55,Coxmouth,0.7901271073380973,1
328,George Clarke,morrisondylan@example.net,2022-12-14,2023-07-02,55,Toddtown,0.8960304160441094,0
329,Megan Oconnell,rrose@example.org,2023-09-12,2023-10-18,41,South Susanmouth,0.21143964811998084,0
330,Emily Barron,phillipscaroline@example.org,2024-01-17,2024-03-15,52,South Raven,0.5800298566176371,0
331,Christopher Morris,samantha96@example.com,2023-02-10,2024-05-21,52,Morganview,0.17703757508746765,0
332,Brendan Johnston,briana89@example.net,2024-01-28,2024-01-24,49,East Steven,0.9879733390979428,0
333,Isabella Gutierrez,yphillips@example.net,2022-10-10,2024-05-31,33,West Danaton,0.41174616440502965,0
334,Maria Franco,carmenbrown@example.net,2022-12-10,2024-02-26,27,Davidview,0.36741349261912826,0
335,Isaac Brown,georgeryan@example.org,2023-12-16,2023-06-26,59,East Paige,0.19834017821463967,0
336,Ryan Hall,lisa22@example.org,2024-04-11,2023-07-27,19,Heatherport,0.8471854115794881,1
337,Sylvia Roberts,dustincoleman@example.net,2023-10-21,2024-03-22,28,Franciscohaven,0.022432670376439368,0
338,Michael Hartman Jr.,turnerjodi@example.org,2024-04-18,2023-07-23,40,East Rachelton,0.5388746466731648,0
339,Cynthia Barnett,lauren47@example.org,2023-07-15,2023-11-04,51,Jasonstad,0.8235440424787583,0
340,Marissa Haynes,nicolevaughn@example.net,2022-10-30,2023-11-30,28,East Jamesview,0.6510219085484373,0
341,Robert Estes,scott99@example.org,2022-10-21,2023-08-19,67,Chadburgh,0.7127310585195771,0
342,Susan Fleming,katiewilkins@example.org,2024-04-12,2024-01-07,35,New Jonathanburgh,0.7335738589884561,0
343,Megan York,fitzgeraldbruce@example.org,2023-09-21,2024-04-04,33,Diaztown,0.8925030242796739,0
344,Martin Turner,stephen59@example.org,2023-10-13,2023-07-11,57,Garzaburgh,0.4920529135352423,0
345,Lisa Carroll,yhoward@example.net,2022-07-07,2024-05-23,62,Jacobville,0.8030656308999817,0
346,Scott Brown,marystevens@example.com,2023-01-25,2023-12-27,22,Lake Mollystad,0.6439451486021153,0
347,Kent Taylor,laurengonzalez@example.org,2023-10-05,2024-02-05,33,New Rachelmouth,0.7321853615415239,0
348,Andrew Dodson Jr.,chelseacohen@example.net,2022-07-29,2023-11-17,68,Michellestad,0.6802658969064749,0
349,Caroline Green,acollins@example.org,2022-12-01,2023-10-14,38,East John,0.45724947174064356,0
350,Justin Moran,uwashington@example.net,2023-08-16,2024-05-03,59,Brittanyborough,0.7802773159961287,1
351,Jeanette Burgess MD,olsondavid@example.com,2023-09-11,2023-12-06,70,Gregoryburgh,0.3189456710754264,0
352,Ashley Becker,elin@example.net,2022-08-29,2024-05-27,30,New Christopher,0.33516546889060705,0
353,Dr. Nicole Snyder,jenniferblack@example.com,2024-01-29,2024-01-05,60,Thompsonchester,0.6237733662938759,0
354,Roy Young,arellanokaren@example.org,2023-01-07,2023-09-02,26,Tonyaburgh,0.4517211113493379,0
355,Brett Patton,veronicamason@example.com,2022-08-07,2023-09-26,22,South Nancy,0.832385654467262,0
356,Ashley Davidson,apotts@example.org,2024-01-24,2023-08-16,35,New Zacharyside,0.04738678326291956,0
357,James Williams,paulbarber@example.com,2024-03-25,2023-12-07,29,South Cherylfurt,0.13850103883314568,1
358,Russell Davis,carpenterrebecca@example.com,2023-08-30,2023-10-02,30,Davidview,0.13660319139487076,0
359,Patrick Huerta,sextonangela@example.com,2024-04-25,2023-11-08,32,West Jamesville,0.5109679275941624,0
360,Joseph Valenzuela,klinerandy@example.com,2023-07-16,2024-04-11,30,Amytown,0.7543611599022418,0
361,Alan Potter,trusso@example.com,2023-09-30,2023-12-20,23,Brownhaven,0.9716894493232983,0
362,Janice Mullins,kfisher@example.org,2023-11-17,2023-12-10,64,Lisaland,0.9182326378227829,0
363,Brittany Chen,jessicacrawford@example.org,2024-01-13,2023-08-14,42,Port Michaelville,0.5517660805028509,0
364,Jennifer Cox,wlee@example.com,2024-03-07,2023-11-26,42,West Michaelville,0.8454060862943942,0
365,Joshua Ramos,chuynh@example.com,2022-09-01,2023-12-16,57,Melissastad,0.9388231723720695,0
366,Wendy Austin,agutierrez@example.org,2022-09-04,2023-06-17,36,Ashleystad,0.07650268024939433,0
367,Jonathan Duarte,frazierjason@example.com,2023-03-14,2023-12-14,60,Lisaborough,0.4465485890445825,0
368,Alexa Monroe,shawn77@example.org,2023-05-19,2024-03-06,44,North Melissa,0.1415491462171553,0
369,Jessica Woods,danielleosborn@example.com,2023-07-28,2023-10-25,33,Lake Martha,0.6077102272211322,0
370,Margaret Jackson,davidwilcox@example.net,2022-10-10,2024-05-09,29,Lake Rodney,0.20418699831919518,1
371,Richard Johnson,jorge10@example.net,2024-04-13,2024-06-08,46,South Christopher,0.8012452977663844,1
372,David Davidson,pamelacochran@example.org,2024-01-31,2024-01-21,57,South Paulburgh,0.584657309784363,0
373,John Johnson,ibarrajennifer@example.org,2023-11-07,2024-01-16,31,Jamesville,0.704520188453952,0
374,Cassandra Robinson,jack41@example.net,2022-09-18,2024-04-30,26,West Stefanie,0.9907976966796332,1
375,Eric Richards,wmorales@example.com,2022-09-23,2024-04-23,21,North Patrickfurt,0.5729491218799467,0
376,Ronald Brown,ywatson@example.org,2022-06-15,2024-03-04,57,East Christinaton,0.06074851514505797,0
377,Joseph Jackson,timothy00@example.com,2024-01-22,2023-10-08,40,Hamptonmouth,0.9767099642383681,0
378,Jose Lawson,floreschad@example.net,2022-08-08,2023-12-19,40,North Michelle,0.9205058386670115,0
379,Erin Vasquez,billy34@example.net,2022-11-18,2023-10-07,41,Henryville,0.469389741875861,0
380,John Pierce,rachel84@example.net,2023-03-05,2024-02-01,58,Port Phillip,0.13386765576901893,0
381,Stephanie Powers,gberry@example.org,2022-12-05,2024-03-14,27,Carrollstad,0.15111856518609812,0
382,Colleen Pena,priceolivia@example.com,2023-06-14,2023-10-16,53,Lake Staceychester,0.47627755591388043,0
383,Paula Mccullough,tina11@example.com,2023-03-06,2024-03-06,38,South Deborahland,0.014588632586584604,0
384,Claudia Rose DDS,moralesleah@example.net,2024-03-02,2023-08-29,51,Lake Thomasstad,0.7267527298182586,0
385,Justin Jordan,melissa94@example.org,2023-10-25,2024-03-15,38,Mariaburgh,0.5308840964821666,0
386,Sean Harmon,tannerluis@example.org,2024-03-26,2024-04-09,49,East Jeffrey,0.51128746444389,0
387,Johnny Baxter,tjarvis@example.net,2024-03-18,2024-02-09,40,Jessicatown,0.6379181642896717,0
388,Lorraine Vargas,bflores@example.com,2022-12-08,2023-06-23,63,South Stanleytown,0.6859901933150027,1
389,Daniel White,holly51@example.net,2023-05-28,2024-01-08,63,Mcknightside,0.43619396186335224,0
390,Joseph Marsh,kevin28@example.com,2023-07-15,2023-11-23,33,North Michaelshire,0.4125420212866332,1
391,Christina Clark,austin74@example.org,2023-01-31,2024-06-05,57,Johnmouth,0.052646687151712945,1
392,Carmen Riley,tricia61@example.org,2023-02-15,2023-12-25,51,South Josephburgh,0.03182488300837105,0
393,Jacob Schmidt,jennifermartin@example.org,2023-11-23,2023-09-17,49,Deanstad,0.4435992813760624,1
394,Dominic Jones,jenkinssusan@example.com,2023-01-05,2024-02-23,49,Heathermouth,0.6485432697907559,0
395,Dominique Duncan,anthonyvelasquez@example.org,2022-09-03,2023-10-18,64,North Jesus,0.33074952671574365,0
396,Jasmin Valdez,harrisashley@example.org,2023-11-02,2023-09-21,28,South Christopherbury,0.21675767654325406,1
397,Vanessa Crane,nicholas71@example.org,2023-10-18,2024-05-08,42,North Maryview,0.3307972046582244,0
398,Ronald Torres,megan41@example.com,2022-09-29,2023-08-12,35,North Taylorport,0.6816212046019077,0
399,Emily Khan,wmathis@example.org,2024-03-17,2024-01-16,24,Brownborough,0.502934791422798,0
400,Sarah Ingram,joseph27@example.com,2022-11-18,2023-12-12,31,Port Chelseachester,0.8867944058367161,0
401,Brooke Oliver,raymond88@example.net,2023-06-06,2023-08-14,45,Limouth,0.8635869064574269,0
402,John Watkins,clayton26@example.com,2024-02-25,2023-08-06,51,South Lindsayland,0.23728950223685497,0
403,Karen Booth,yreid@example.net,2023-09-30,2023-12-24,54,Briggshaven,0.6821711005468453,1
404,Sarah Higgins,sampsonbryce@example.org,2022-10-25,2023-11-24,30,Pittsburgh,0.7517300677196889,0
405,Randy Davis V,rodneylynn@example.net,2023-03-24,2024-03-08,67,Matthewbury,0.2209549006248821,0
406,Ashley Nelson,mary94@example.net,2023-04-24,2023-09-16,29,Lake Johnland,0.3096634831500962,0
407,Jacob Gutierrez,wfitzgerald@example.com,2024-01-24,2024-06-04,55,Lake Danielle,0.34921495012760195,0
408,Larry Gibbs,richardsalexander@example.net,2022-06-19,2024-03-20,57,Manningland,0.36841882733318965,1
409,Eric Gonzales,rogersjessica@example.org,2024-05-06,2023-10-03,21,West Williammouth,0.15354108891608653,1
410,Cheryl Clark,william18@example.com,2022-09-15,2023-09-19,70,South Jacobfort,0.5028420431946421,0
411,Lisa Ward,marymitchell@example.net,2023-06-02,2023-09-21,52,Amberfort,0.28104177154101717,0
412,Philip Luna,tylerkaren@example.org,2024-03-12,2024-04-27,65,South Angela,0.5221368028044822,0
413,Betty Baxter,brittany01@example.com,2022-09-27,2023-06-21,40,West Willie,0.12382903739649442,0
414,Brandon Washington,mkline@example.org,2022-06-16,2024-05-12,40,New Shelbychester,0.09575667495351114,0
415,Greg Taylor,ftodd@example.com,2024-01-21,2023-12-14,25,West Darrellmouth,0.16710863428021183,0
416,Natalie Lewis,bethwoods@example.net,2023-06-15,2023-09-07,38,Santosport,0.8254184369634143,0
417,Christopher Edwards,shaun37@example.net,2023-09-09,2024-03-01,69,Richardhaven,0.24892936595965176,0
418,Monica Barrera,paulaprince@example.com,2022-08-05,2024-04-07,60,Dixonview,0.4552149125611865,0
419,Alexander Morgan,brownmartha@example.net,2023-12-15,2023-08-03,43,East Kelly,0.07896284709430235,0
420,Lisa Lucero,navarrorichard@example.org,2024-06-14,2024-01-10,47,North Ashleytown,0.49795714217001197,0
421,Curtis Maynard,brendanphillips@example.com,2022-08-09,2024-03-01,18,Meaganborough,0.9827777616409767,1
422,Johnathan Hammond,mcdonaldbrittany@example.com,2023-02-15,2023-07-11,61,Port Joanna,0.03997257843685642,0
423,Mrs. Christina Bell,cassandra71@example.org,2023-03-31,2024-02-04,41,Patelmouth,0.7184553165561047,0
424,Stacey Walker,williamsjohn@example.com,2022-09-06,2023-06-18,54,East Maria,0.15414812332394046,0
425,Kyle Combs,ocontreras@example.com,2023-07-12,2024-05-26,29,Port Elizabeth,0.26339594793182564,0
426,Shelley Hunter,dianamiller@example.net,2022-09-22,2023-07-17,34,New Davidchester,0.26349273538179807,0
427,Jack Anderson,james47@example.org,2022-08-16,2024-03-08,46,East Daleville,0.8593163349017631,1
428,Anthony Gutierrez,jacob34@example.com,2023-10-19,2023-06-15,24,New Jamiechester,0.47565377268299025,0
429,Erin Maldonado,xgarcia@example.org,2022-11-25,2023-08-02,19,New Briannastad,0.15653972719368892,0
430,Leah Ortiz,maloneangelica@example.net,2023-02-22,2023-11-06,18,West Joy,0.509821637674886,0
431,Douglas Brown,phill@example.org,2023-02-22,2023-09-05,60,Juliaville,0.2627296650115414,0
432,Debra Nelson,brandi11@example.com,2023-12-07,2024-04-27,24,New Leslieville,0.20212642663553437,1
433,John Rose,rebeccamitchell@example.net,2023-12-25,2024-01-17,35,Yumouth,0.7826892751691613,0
434,Allison Miller,cruzdavid@example.net,2023-09-14,2024-05-11,61,Manuelhaven,0.9808426658373826,0
435,Joseph Todd,xgrant@example.net,2024-03-23,2023-10-23,45,North Joshua,0.22897506887674135,1
436,Gail Vasquez,kenneth41@example.net,2023-02-09,2023-12-29,61,Simonfurt,0.46882690670329785,1
437,Tracy Martinez,thomastravis@example.org,2023-11-21,2024-04-27,70,Valenciaton,0.16735126571511227,0
438,Anthony Johnson,kwilson@example.net,2023-01-01,2023-11-09,31,East James,0.048617371071695725,1
439,Melinda Mccarthy,torreskaren@example.org,2022-08-23,2023-06-17,18,Arnoldberg,0.5701848374169978,0
440,Matthew Mathews,millerrobert@example.com,2023-06-30,2023-11-08,53,Deanborough,0.46185804937920527,0
441,Joshua Frost,jennifer34@example.org,2023-07-03,2023-11-07,18,Lisaburgh,0.49513269562902884,0
442,Melissa Kemp,mmoore@example.org,2023-05-27,2024-03-12,66,Scotttown,0.6006665250566139,0
443,Krista Elliott,jamesle@example.com,2024-04-08,2023-11-05,24,West Gregoryland,0.9366720142138061,0
444,Ashley Smith,lthompson@example.net,2024-04-25,2023-08-03,67,Gabrielport,0.8217072914575675,0
445,Mark Jones,ucrawford@example.org,2022-07-17,2023-10-25,40,Port Betty,0.581389784237495,0
446,Anthony Wilson,ballmargaret@example.com,2023-10-10,2023-09-16,30,Shawnaton,0.7828856761458585,0
447,Jacqueline Steele,michaelmorgan@example.com,2023-01-05,2024-04-07,58,Robbinsburgh,0.7571865327142242,0
448,Valerie Blevins,ronaldsmith@example.net,2023-09-11,2024-01-26,56,Shelleytown,0.9255539302270945,0
449,Christine Doyle,carrollchristopher@example.net,2023-05-11,2024-03-24,25,Gonzalezview,0.9692182106218729,0
450,Rick Scott,mortonzachary@example.org,2022-07-15,2024-04-10,30,Brianview,0.8120004774104748,0
451,Brittany Cherry,kcarr@example.net,2022-09-29,2023-06-21,39,Richardberg,0.5108913158528405,0
452,James Marquez,abyrd@example.com,2023-08-22,2024-03-19,31,Lake Elizabeth,0.42699548800943543,0
453,Jeffery Walters,jamesstrong@example.org,2024-01-18,2024-01-14,24,Emilyport,0.06146828251400893,0
454,Aimee Morgan,xcortez@example.com,2024-05-01,2023-07-17,31,East Jamestown,0.8721088735245003,0
455,Ashley Chan,thumphrey@example.net,2024-03-18,2023-06-15,58,Lake Jessica,0.6269464378321018,1
456,Glenn James,richard17@example.org,2024-03-13,2024-02-04,30,North John,0.0648400404132552,0
457,Dr. April Tran,ibarnett@example.org,2023-01-18,2023-07-09,21,Garciashire,0.47633729025962157,0
458,Leslie Patterson,perezjulia@example.org,2022-09-03,2024-03-19,70,Alexanderport,0.7929098598056901,0
459,Jesus Bell,hmoore@example.net,2023-11-17,2024-03-10,48,West Steventown,0.9014815481337349,0
460,Kathleen Sexton,michaelmoore@example.net,2022-06-27,2023-07-15,52,Orrfort,0.9917251197768853,1
461,Adam Price,onguyen@example.org,2022-11-07,2023-07-21,46,Adamsborough,0.948967633526058,1
462,Kevin Mitchell,evansmatthew@example.org,2023-01-09,2023-09-23,27,North Heidiberg,0.03211338342628145,0
463,Jacob Oliver,kathy88@example.net,2022-12-02,2023-11-20,65,Lindseyland,0.6694168457107977,0
464,Miss Lisa Gonzales,marclee@example.com,2023-01-29,2023-07-28,45,Port Thomasstad,0.40312119243290123,1
465,Brian Durham,sgolden@example.org,2022-10-29,2023-12-19,54,Markborough,0.16675193776772235,0
466,Amber Warner,danielle83@example.com,2023-05-17,2023-11-17,28,Lake Natalie,0.14970709302562646,0
467,Stacy Burton,joshuagomez@example.com,2023-07-07,2023-11-15,59,Lake Derekland,0.7062209965306937,0
468,Shawn Holt,krystalsimon@example.org,2024-05-06,2024-03-18,18,Allenton,0.7595717711755932,0
469,Andrew Reed,rschmidt@example.net,2023-10-19,2023-10-26,29,Georgechester,0.9059312154226006,1
470,Scott Randall,whitneygibson@example.org,2024-05-04,2024-03-24,38,Farleychester,0.015029452484167538,0
471,Dustin Miller,dwright@example.com,2024-06-01,2024-01-10,37,New Colinberg,0.9864015484675005,0
472,Justin Peters,sophiabarnett@example.com,2023-02-22,2024-01-05,40,Hendricksburgh,0.13640261381119112,1
473,Karen Zamora,rbruce@example.org,2024-03-16,2023-08-24,32,South Ashleymouth,0.38905963839949287,1
474,Matthew Larson Jr.,sarah61@example.com,2023-04-14,2024-01-26,47,West Dawn,0.3380565034168075,0
475,Natalie Baker,mroberts@example.net,2024-05-24,2023-12-16,42,Port Glenn,0.8420420166728788,0
476,Tony Williams,jwilliams@example.org,2023-06-18,2024-02-28,36,New Jessica,0.7865901967776192,0
477,Daisy Gray,mcbrideashley@example.com,2023-01-04,2023-10-13,60,Jacobchester,0.888053934565923,1
478,Martin Hodges,arianasmith@example.net,2023-08-31,2024-03-02,67,North Jason,0.8065329967586993,0
479,Brittany Christian,matthew73@example.net,2022-11-29,2024-05-27,56,Grantshire,0.15539295339817294,1
480,Joshua Clarke,nicholasburns@example.com,2023-08-24,2023-06-28,39,North Victorhaven,0.19859775230801502,0
481,Mario Smith,marisa22@example.net,2022-10-24,2023-12-12,34,Andersonport,0.28948227108706726,0
482,Michael Preston,davidstephens@example.net,2024-02-19,2023-12-25,18,Taylorstad,0.21385328723644403,0
483,Larry Peterson,dbrady@example.com,2022-11-11,2024-03-21,58,New Donaldstad,0.6695240893306864,0
484,David Bennett,william91@example.com,2023-09-03,2023-11-27,61,Lake Jeffreyland,0.05972396708023242,0
485,Gregory Sawyer,hernandezpaula@example.com,2024-04-19,2024-05-05,55,Rogersfurt,0.9944998196227844,1
486,Brandy Sanchez,xalexander@example.com,2023-10-09,2024-04-09,34,Smithside,0.6506980697238043,1
487,Andrew Vang,iandrade@example.com,2023-10-21,2024-01-27,37,West Emilyfurt,0.8664219970499875,1
488,Dr. Dean Mcconnell,michael14@example.org,2024-03-25,2023-10-09,47,Davidburgh,0.5409613335663231,0
489,Ryan Harris,julie90@example.net,2022-07-29,2023-11-21,25,North Marissa,0.20748947881173685,0
490,Troy Brady,reedmartin@example.net,2022-07-30,2024-02-11,28,New Reginaberg,0.597393949692841,0
491,Charles Merritt,calebmacias@example.net,2022-09-03,2023-06-23,47,Brandyfurt,0.6253971712494122,0
492,Mary Nichols,moseskerry@example.com,2023-09-25,2024-01-15,65,Pearsonborough,0.4224740185801973,0
493,Noah Chavez,mscott@example.org,2022-11-28,2023-10-12,46,Lewisborough,0.47785045692566985,0
494,Dr. Nancy Green MD,darryl98@example.org,2023-07-13,2024-06-01,28,Hayesshire,0.23892380384199596,1
495,Paul Perez,pnash@example.org,2023-03-27,2023-12-15,66,West Jack,0.822228597716645,1
496,Sharon White,bryan84@example.net,2024-01-19,2023-09-09,33,Robertville,0.890957505690695,0
497,Jordan Murphy MD,brenda21@example.com,2024-01-11,2023-09-27,57,East Christopherland,0.8878414121272319,0
498,Donna Brennan,sullivanchristian@example.com,2023-11-04,2024-03-12,44,Grahamstad,0.38011957633790183,0
499,Pamela Ortiz,pamelajones@example.org,2023-01-03,2024-02-21,18,Emilyburgh,0.7560100088924298,1
500,Lisa Chavez,grayholly@example.net,2023-09-30,2024-04-11,49,East Jeffreymouth,0.09463892727890022,0
501,Joseph Sandoval,hannah41@example.com,2022-10-07,2024-02-29,22,North Kayla,0.38660653776134857,0
502,Lacey Williams,edward89@example.net,2023-11-19,2023-08-10,55,South Kristin,0.6947553609769395,0
503,Jennifer Cooper,valerie88@example.com,2022-09-17,2024-02-11,47,Heatherfort,0.13188818135745628,0
504,Tamara Cook,ncombs@example.org,2023-06-12,2024-04-02,63,East Kathryn,0.7895069667927009,0
505,Holly Griffin,cassandrahamilton@example.com,2023-12-13,2024-05-04,36,Haleychester,0.55632974141408,0
506,Jill Munoz,lindsay07@example.org,2023-07-21,2024-05-24,24,Nashchester,0.4837457096752744,0
507,Melissa Howard,jenniferclark@example.net,2022-11-05,2024-04-13,52,South Janet,0.8769070283734971,0
508,Pamela Vincent,darryl75@example.net,2024-02-14,2024-06-02,46,Rubiomouth,0.4012200095786215,1
509,Kim Fox,clayjoanne@example.net,2024-03-17,2023-10-09,52,Sheltonberg,0.7462666173216381,1
510,Patrick Howard,jeffrey53@example.org,2022-07-08,2023-12-14,22,Garciamouth,0.32200082472204594,0
511,Donald Green,sluna@example.com,2024-06-03,2024-05-16,28,Williamsfort,0.8336374192201655,0
512,Dr. Lisa Benitez DDS,jacquelinehall@example.com,2023-06-16,2023-11-17,49,Rhondatown,0.015736770946895295,0
513,Jose Nichols,michaeljacobs@example.net,2023-09-24,2023-10-23,48,Port Haley,0.16006605119245898,0
514,Sharon Rodriguez,ithornton@example.org,2024-01-22,2023-06-22,51,Breannastad,0.18246948413848352,0
